tournament,tier,archive_index,species,form,held_item,move_1,move_2,move_3,move_4,nature,ev_distribution,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,player_ivs,opponent_ivs,ability_rule,gender_rule,friendship,availability,trainer_ids,trainer_id_classes,ability_slots,sex_vector,ev_mask,record_form_no,national_dex
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),713,Eelektross,Default,Assault Vest,Brick Break,U-turn,Grass Knot,Wild Charge,Brave,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 26/26/26),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"85,86,118,142,143,162,163,164,165,182,183,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),26/26/26,127,0x03,0,604
Battle Tree,Battle Agency event IDs 207-208 (31 IV) / Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),714,Gyarados,Default,Wacan Berry,Dragon Dance,Waterfall,Ice Fang,Earthquake,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 22/22/153),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"84,85,86,87,114,115,117,119,146,147,148,149,180,181,182,183,191,208",Battle Agency event IDs 207-208 (31 IV); Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),22/22/153,127,0x0a,0,130
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),715,Snorlax,Default,Life Orb,Double-Edge,Earthquake,Crunch,Protect,Adamant,255 Attack / 255 Defense,0,255,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 17/47/82),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"76,77,79,80,114,115,120,144,145,162,163,176,177,184,185,190,193,205",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),17/47/82,31,0x06,0,143
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),716,Kingdra,Default,Maranga Berry,Rain Dance,Hydro Pump,Dragon Pulse,Ice Beam,Modest,170 HP / 170 Speed / 170 Sp. Atk,170,0,0,170,170,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 33/97/6),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,88,89,100,101,112,113,117,118,154,156,162,163,180,181",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),33/97/6,127,0x19,0,230
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),717,Blissey,Default,Leftovers,Thunderbolt,Ice Beam,Counter,Calm Mind,Bold,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 30/32/131),Female-only,255,Battle Tree NPC / Battle Agency,"70,71,73,74,114,115,120,144,145,184,185,187",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),30/32/131,254,0x05,0,242
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),718,Milotic,Default,Wide Lens,Hydro Pump,Blizzard,Mirror Coat,Recover,Calm,255 Sp. Atk / 255 Sp. Def,0,0,0,0,255,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 63/172/56),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,79,80,114,115,117,144,145,180,181,184,185,196",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),63/172/56,127,0x30,0,350
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),719,Malamar,Default,Darkinium Z,Superpower,Psycho Cut,Foul Play,Destiny Bond,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 126/21/151),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,148,149,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),126/21/151,127,0x0a,0,687
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),720,Sandslash,Default,Smooth Rock,Sandstorm,Earthquake,Stone Edge,X-Scissor,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 8/8/146),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,91,92,140,141,164,165",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),8/8/146,127,0x03,0,28
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),721,Haxorus,Default,Dragonium Z,Outrage,Earthquake,Dragon Claw,Rock Slide,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 79/104/127),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,112,113,118,158,159,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),79/104/127,127,0x0a,0,612
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),722,Togekiss,Default,King's Rock,Grass Knot,Thunder Wave,Air Slash,Shadow Ball,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 55/32/105),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"76,77,79,80,112,113,119,120,127,144,145,184,185,187,196",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),55/32/105,31,0x18,0,468
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),723,Volcarona,Default,White Herb,Overheat,Quiver Dance,Bug Buzz,Protect,Bold,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 49/49/68),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,112,113,116,117,160,161,172,175,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),49/49/68,127,0x05,0,637
Battle Tree,Battle Agency event IDs 207-208 (31 IV) / Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),724,Arcanine,Default,White Herb,Overheat,Sunny Day,Solar Beam,Extreme Speed,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 22/18/154),PID-derived species ratio (sex_vector=63),255,Battle Tree NPC / Battle Agency,"78,81,84,87,108,109,114,115,116,146,147,155,157,191,199,208",Battle Agency event IDs 207-208 (31 IV); Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),22/18/154,63,0x18,0,59
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),725,Archeops,Default,Choice Band,Aerial Ace,Earthquake,Head Smash,U-turn,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 129/129/129),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"70,71,73,74,114,115,117,119,158,159,180,181,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),129/129/129,31,0x0a,0,567
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),726,Dragonite,Default,Choice Band,Outrage,Earthquake,Giga Impact,Stone Edge,Adamant,255 Attack / 255 Sp. Def,0,255,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 39/39/136),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,82,83,114,115,118,119,135,137,184,185,188",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),39/39/136,127,0x22,0,149
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),727,Tyranitar,Default,Chople Berry,Rock Slide,Crunch,Earthquake,Dragon Dance,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 45/45/127),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,91,92,112,113,119,135,137,140,141,148,149,184,185,188,191,192",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),45/45/127,127,0x0a,0,248
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),728,Salamence,Default,Yache Berry,Draco Meteor,Fire Blast,Hydro Pump,Protect,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 22/22/153),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"84,85,86,87,114,115,118,119,135,137,146,147,172,175,180,181,184,185,188",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),22/22/153,127,0x18,0,373
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),729,Metagross,Default,Occa Berry,Earthquake,Meteor Mash,Bullet Punch,Explosion,Adamant,170 HP / 170 Attack / 170 Sp. Def,170,170,0,0,0,170,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 29/29/135),Genderless,255,Battle Tree NPC / Battle Agency,"70,71,73,74,114,115,116,119,126,135,137,142,143,184,185,188,195",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),29/29/135,255,0x23,0,376
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),730,Garchomp,Default,Choice Scarf,Outrage,Earthquake,Fire Fang,Crunch,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 8/8/24),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,91,92,114,115,118,120,135,137,184,185,188,194,196",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),8/8/24,127,0x0a,0,445
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),731,Hydreigon,Default,Dragonium Z,Draco Meteor,Taunt,Earth Power,Flamethrower,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 26/26/26),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,112,113,118,119,135,137,148,149,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),26/26/26,127,0x18,0,635
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),732,Slaking,Default,Choice Band,Giga Impact,Shadow Claw,Hammer Arm,Earthquake,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 54/54/54),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,79,80,112,113,120,148,149,158,159,172,175",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),54/54/54,127,0x03,0,289
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),733,Venusaur,Default,Venusaurite,Synthesis,Substitute,Sludge Bomb,Giga Drain,Bold,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 65/65/34),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"107,108,109,118,121,123,134,136,155,157,190",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),65/65/34,31,0x05,0,3
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),734,Charizard,Default,Charizardite X,Dragon Rush,Flare Blitz,Dragon Dance,Rock Slide,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 66/66/94),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"107,108,109,112,113,116,134,136,172,175,188,190",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),66/66/94,31,0x0a,0,6
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),735,Blastoise,Default,Custap Berry,Yawn,Hydro Pump,Blizzard,Dark Pulse,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 67/67/44),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"90,100,101,112,113,117,134,136,190",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),67/67/44,31,0x11,0,9
Battle Tree,Trainer IDs 90-189 (31 IV),736,Meganium,Default,Leftovers,Leech Seed,Ingrain,Toxic,Protect,Bold,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 65/65/102),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"97,98,99,118,134,136",Trainer IDs 90-189 (31 IV),65/65/102,31,0x24,0,154
Battle Tree,Trainer IDs 90-189 (31 IV),737,Typhlosion,Default,Power Herb,Extrasensory,Lava Plume,Bulldoze,Solar Beam,Modest,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 66/66/18),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"107,108,109,112,113,116,134,136,172,175",Trainer IDs 90-189 (31 IV),66/66/18,31,0x18,0,157
Battle Tree,Trainer IDs 90-189 (31 IV),738,Feraligatr,Default,Liechi Berry,Dragon Dance,Waterfall,Crunch,Substitute,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 67/67/125),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"100,101,107,112,113,117,134,136",Trainer IDs 90-189 (31 IV),67/67/125,31,0x0a,0,160
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),739,Sceptile,Default,Sceptilite,Leaf Blade,Dual Chop,Earthquake,Rock Slide,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 65/65/84),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"104,105,107,112,113,118,134,136,152,153,200",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),65/65/84,31,0x0a,0,254
Battle Tree,Trainer IDs 90-189 (31 IV),740,Blaziken,Default,Blazikenite,Night Slash,Flare Blitz,Stone Edge,Brave Bird,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 66/66/3),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"107,108,109,112,113,116,121,134,136",Trainer IDs 90-189 (31 IV),66/66/3,31,0x0a,0,257
Battle Tree,Trainer IDs 90-189 (31 IV),741,Swampert,Default,Chesto Berry,Curse,Rest,Earthquake,Waterfall,Careful,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 67/67/6),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"100,101,107,112,113,117,120,134,136",Trainer IDs 90-189 (31 IV),67/67/6,31,0x21,0,260
Battle Tree,Trainer IDs 90-189 (31 IV),742,Torterra,Default,Leftovers,Stockpile,Leech Seed,Earthquake,Protect,Careful,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 65/65/75),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"93,94,95,118,120,134,136",Trainer IDs 90-189 (31 IV),65/65/75,31,0x21,0,389
Battle Tree,Trainer IDs 90-189 (31 IV),743,Infernape,Default,Focus Sash,Fake Out,Encore,Flare Blitz,Close Combat,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 66/66/89),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"107,108,109,112,113,116,121,134,136",Trainer IDs 90-189 (31 IV),66/66/89,31,0x0a,0,392
Battle Tree,Trainer IDs 90-189 (31 IV),744,Empoleon,Default,Petaya Berry,Surf,Substitute,Blizzard,Whirlpool,Calm,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 67/67/128),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"100,101,107,112,113,117,119,134,136",Trainer IDs 90-189 (31 IV),67/67/128,31,0x11,0,395
Battle Tree,Trainer IDs 90-189 (31 IV),745,Serperior,Default,Choice Specs,Leaf Storm,-,-,-,Modest,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 65/65/126),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"90,102,103,118,134,136,152,153",Trainer IDs 90-189 (31 IV),65/65/126,31,0x18,0,497
Battle Tree,Trainer IDs 90-189 (31 IV),746,Emboar,Default,Salac Berry,Substitute,Flamethrower,Focus Blast,Scald,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 66/66/120),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"99,108,109,116,121,134,136",Trainer IDs 90-189 (31 IV),66/66/120,31,0x18,0,500
Battle Tree,Trainer IDs 90-189 (31 IV),747,Samurott,Default,Salac Berry,Hydro Pump,Ice Beam,Grass Knot,Protect,Modest,170 Defense / 170 Sp. Atk / 170 Sp. Def,0,0,170,0,170,170,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 67/67/75),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"96,106,107,117,134,136",Trainer IDs 90-189 (31 IV),67/67/75,31,0x34,0,503
Battle Tree,Trainer IDs 90-189 (31 IV),748,Dugtrio,Alolan,Choice Band,Earthquake,Night Slash,Iron Head,Stone Edge,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 8/221/159),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"91,92,104,105,144,145,152,153,164,165",Trainer IDs 90-189 (31 IV),8/221/159,127,0x0a,1,51
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),749,Marowak,Alolan,Thick Club,Shadow Bone,Flare Blitz,Detect,Stomping Tantrum,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 130/31/69),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,96,99,182,183,199",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),130/31/69,127,0x0a,1,105
Battle Tree,Trainer IDs 90-189 (31 IV),750,Medicham,Default,Medichamite,High Jump Kick,Psycho Cut,Fake Out,Detect,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 74/74/140),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,96,99,126,142,143,170,171",Trainer IDs 90-189 (31 IV),74/74/140,127,0x0a,0,308
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),751,Pidgeot,Default,Pidgeotite,Hurricane,Feather Dance,Roost,Hyper Beam,Modest,255 Defense / 255 Sp. Atk,0,0,255,0,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 51/77/145),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,99,191",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),51/77/145,127,0x14,0,18
Battle Tree,Trainer IDs 90-189 (31 IV),752,Mawile,Default,Mawilite,Sucker Punch,Play Rough,Fire Fang,Stone Edge,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 52/22/125),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,96,99,127,142,144,146,147,188",Trainer IDs 90-189 (31 IV),52/22/125,127,0x03,0,303
Battle Tree,Trainer IDs 90-189 (31 IV),753,Banette,Default,Banettite,Shadow Claw,Will-O-Wisp,Sucker Punch,Gunk Shot,Impish,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 15/119/130),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"97,98,99",Trainer IDs 90-189 (31 IV),15/119/130,127,0x05,0,354
Battle Tree,Trainer IDs 90-189 (31 IV),754,Sableye,Default,Focus Sash,Foul Play,Will-O-Wisp,Metal Burst,Fake Out,Careful,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 51/100/158),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"102,103,106,107,148,149",Trainer IDs 90-189 (31 IV),51/100/158,127,0x21,0,302
Battle Tree,Trainer IDs 90-189 (31 IV),755,Lanturn,Default,Chesto Berry,Stockpile,Rest,Charge Beam,Ice Beam,Bold,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 10/35/11),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,102,103,144,145,164,165,180,181,182,183",Trainer IDs 90-189 (31 IV),10/35/11,127,0x24,0,171
Battle Tree,Trainer IDs 90-189 (31 IV),756,Breloom,Default,Toxic Orb,Protect,Leech Seed,Substitute,Focus Punch,Careful,170 HP / 170 Defense / 170 Sp. Def,170,0,170,0,0,170,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 27/90/101),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"96,97,98,123,144,145,170,171,182,183",Trainer IDs 90-189 (31 IV),27/90/101,127,0x25,0,286
Battle Tree,Trainer IDs 90-189 (31 IV),757,Audino,Default,Firium Z,Yawn,Hyper Voice,Trick Room,Fire Blast,Modest,255 Defense / 255 Sp. Atk,0,0,255,0,255,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 131/144/103),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"93,94,95,110,111,140,141,187",Trainer IDs 90-189 (31 IV),131/144/103,127,0x14,0,531
Battle Tree,Trainer IDs 90-189 (31 IV),758,Skarmory,Default,Poisonium Z,Spikes,Stealth Rock,Whirlwind,Toxic,Careful,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 51/5/133),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,102,103,106,107,142,143,184,185",Trainer IDs 90-189 (31 IV),51/5/133,127,0x21,0,227
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 90-189 (31 IV),759,Absol,Default,Absolite,Sucker Punch,Megahorn,Play Rough,Stone Edge,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),31 in every stat (trainer-ID dependent),Random ability index 0/1/2 (personal slots 46/105/154),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"90,96,99,148,149,192",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 90-189 (31 IV),46/105/154,127,0x0a,0,359
